,price,mileage,registration_date,engine_power,brand,model,registration_year,colour,type,fuel_type,is_after_accident,engine_size
184,"
€ 3.350,-
",146.670 km,08/2012,63 kW,Hyundai,i20,2012,Grau,Limousine,Benzin,no_data_about_accident,"
1.248 cm³
"
185,"
€ 3.500,-
",149.000 km,03/2012,57 kW,Hyundai,i20,2012,Schwarz,Limousine,Benzin,,"
1.248 cm³
"
186,"
€ 3.500,-
",103.000 km,05/2012,57 kW,Hyundai,i20,2012,Schwarz,Limousine,Benzin,no_data_about_accident,"
1.248 cm³
"
187,"
€ 3.599,-
",146.500 km,02/2012,57 kW,Hyundai,i20,2012,Gold,Kleinwagen,Super 95,no_data_about_accident,"
1.248 cm³
"
188,"
€ 3.790,-
",142.563 km,07/2012,63 kW,Hyundai,i20,2012,Schwarz,Kleinwagen,Benzin,,"
1.248 cm³
"
189,"
€ 3.799,-
",120.222 km,08/2012,57 kW,Hyundai,i20,2012,Schwarz,Limousine,Benzin,,"
1.248 cm³
"
190,"
€ 3.900,-
",85.000 km,03/2012,63 kW,Hyundai,i20,2012,Blau,Kleinwagen,Benzin,no_data_about_accident,"
Front
"
191,"
€ 3.949,-
",157.043 km,03/2012,57 kW,Hyundai,i20,2012,Weiß,Limousine,Benzin,no_data_about_accident,no_data
192,"
€ 3.950,-
",72.000 km,06/2012,57 kW,Hyundai,i20,2012,Weiß,Limousine,Benzin,no_data_about_accident,"
1.248 cm³
"
193,"
€ 3.990,-
",89.000 km,05/2012,63 kW,Hyundai,i20,2012,Weiß,Kleinwagen,Benzin,,no_data
194,"
€ 3.990,-
",88.000 km,04/2012,57 kW,Hyundai,i20,2012,Rot,Kleinwagen,Benzin,,"
1.248 cm³
"
195,"
€ 3.999,-
",110.000 km,03/2012,57 kW,Hyundai,i20,2012,Grau,Kleinwagen,Super 95 / Super E10 95,,"
1.248 cm³
"
196,"
€ 4.000,-
",104.964 km,02/2012,57 kW,Hyundai,i20,2012,Rot,Limousine,Benzin,no_data_about_accident,"
1.248 cm³
"
197,"
€ 4.100,-
",114.300 km,08/2012,63 kW,Hyundai,i20,2012,Grau,Limousine,Super 95 / Super Plus 98 / Super Plus E10 98 / Super E10 95,"
05/2020
","
1.248 cm³
"
198,"
€ 4.190,-
",120.000 km,09/2012,63 kW,Hyundai,i20,2012,Grau,Kleinwagen,Super 95,,"
1.248 cm³
"
199,"
€ 4.200,-
",79.392 km,09/2012,63 kW,Hyundai,i20,2012,Weiß,Limousine,Benzin,no_data_about_accident,"
1.248 cm³
"
200,"
€ 4.200,-
",104.964 km,02/2012,57 kW,Hyundai,i20,2012,Rot,Limousine,Benzin,no_data_about_accident,"
1.248 cm³
"
201,"
€ 4.300,-
",147.000 km,04/2012,57 kW,Hyundai,i20,2012,Schwarz,Limousine,Super 95,,no_data
202,"
€ 4.390,-
",70.000 km,06/2012,57 kW,Hyundai,i20,2012,Silber,Limousine,Benzin,,no_data
203,"
€ 4.390,-
",87.255 km,06/2012,57 kW,Hyundai,i20,2012,Rot,Limousine,Benzin,no_data_about_accident,no_data
204,"
€ 4.490,-
",88.998 km,02/2012,57 kW,Hyundai,i20,2012,Blau,Limousine,Super 95,no_data_about_accident,no_data
205,"
€ 4.500,-
",74.599 km,01/2012,57 kW,Hyundai,i20,2012,Schwarz,Kleinwagen,Super 95,,no_data
206,"
€ 4.600,-
",112.000 km,09/2012,63 kW,Hyundai,i20,2012,Silber,Limousine,Benzin,no_data_about_accident,"
1.248 cm³
"
207,"
€ 4.655,-
",86.521 km,03/2012,57 kW,Hyundai,i20,2012,Rot,Limousine,Super 95,"
12 Monate
","
1.248 cm³
"
208,"
€ 4.700,-
",112.400 km,12/2012,63 kW,Hyundai,i20,2012,Weiß,Limousine,Benzin,no_data_about_accident,"
1.248 cm³
"
209,"
€ 4.799,-
",74.000 km,04/2012,57 kW,Hyundai,i20,2012,Weiß,Limousine,Benzin,,"
1.248 cm³
"
210,"
€ 4.890,-
",40.650 km,06/2012,57 kW,Hyundai,i20,2012,Rot,Limousine,Super 95 / Super E10 95,"
12 Monate
","
1.248 cm³
"
211,"
€ 4.950,-
",101.722 km,06/2012,57 kW,Hyundai,i20,2012,Rot,Limousine,Benzin,,no_data
212,,64.200 km,07/2012,57 kW,Hyundai,i20,2012,Grau,Limousine,Super 95,,"
1.248 cm³
"
213,"
€ 4.990,-
",138.000 km,06/2012,- kW,Hyundai,i20,2012,Kleinwagen,Schaltgetriebe,,,no_data
214,"
€ 4.990,-
",49.792 km,03/2012,57 kW,Hyundai,i20,2012,Silber,Limousine,Benzin,,"
1.248 cm³
"
215,"
€ 4.990,-
",110.169 km,06/2012,57 kW,Hyundai,i20,2012,Weiß,Kleinwagen,Super 95,,no_data
216,"
€ 4.990,-
",88.254 km,12/2012,63 kW,Hyundai,i20,2012,Blau,Limousine,Super 95,no_data_about_accident,no_data
217,"
€ 4.999,-
",85.000 km,04/2012,57 kW,Hyundai,i20,2012,Schwarz,Limousine,Benzin,no_data_about_accident,no_data
218,"
€ 5.200,-
",55.000 km,10/2012,63 kW,Hyundai,i20,2012,Silber,Kleinwagen,Super E10 95 / Super 95,,"
1.248 cm³
"
219,"
€ 5.200,-
",113.000 km,08/2012,63 kW,Hyundai,i20,2012,Grau,Limousine,Benzin,,"
1.248 cm³
"
220,"
€ 5.299,-
",67.105 km,09/2012,63 kW,Hyundai,i20,2012,Silber,Limousine,Super 95,no_data_about_accident,no_data
221,"
€ 5.300,-
",99.760 km,12/2012,63 kW,Hyundai,i20,2012,Schwarz,Kleinwagen,Benzin,,no_data
222,"
€ 5.300,-
",100.000 km,12/2012,63 kW,Hyundai,i20,2012,Kleinwagen,Schaltgetriebe,,,no_data
223,"
€ 5.390,-
",36.872 km,11/2012,63 kW,Hyundai,i20,2012,Blau,Limousine,Super E10 95,no_data_about_accident,"
1.248 cm³
"
224,"
€ 5.400,-
",63.823 km,02/2012,57 kW,Hyundai,i20,2012,Grün,Limousine,Benzin,no_data_about_accident,no_data
225,"
€ 5.440,-
",80.500 km,06/2012,63 kW,Hyundai,i20,2012,Schwarz,Kleinwagen,Super 95,no_data_about_accident,"
1.248 cm³
"
226,"
€ 5.499,-
",62.000 km,08/2012,63 kW,Hyundai,i20,2012,Blau,Limousine,Benzin,no_data_about_accident,"
1.248 cm³
"
227,"
€ 5.500,-
",69.300 km,09/2012,63 kW,Hyundai,i20,2012,Weiß,Limousine,Benzin,"
07/2020
","
1.248 cm³
"
228,"
€ 5.500,-
",85.000 km,09/2012,63 kW,Hyundai,i20,2012,Silber,Limousine,Benzin,,"
1.248 cm³
"
229,"
€ 5.690,-
",49.500 km,08/2012,63 kW,Hyundai,i20,2012,Grau,Limousine,Benzin,,"
1.248 cm³
"
230,"
€ 5.700,-
",59.802 km,07/2012,63 kW,Hyundai,i20,2012,Schwarz,Limousine,Benzin,no_data_about_accident,"
1.248 cm³
"
231,"
€ 5.800,-
",59.800 km,11/2012,63 kW,Hyundai,i20,2012,Schwarz,Limousine,Benzin,no_data_about_accident,"
1.248 cm³
"
232,"
€ 5.890,-
",32.200 km,08/2012,63 kW,Hyundai,i20,2012,Grau,Kleinwagen,Benzin,,no_data
233,"
€ 5.899,-
",49.000 km,12/2012,63 kW,Hyundai,i20,2012,Rot,Kleinwagen,Super 95,,no_data
234,"
€ 5.900,-
",59.137 km,03/2012,57 kW,Hyundai,i20,2012,Grau,Limousine,Normal/Benzin 91 / Super 95 / Super Plus 98,no_data_about_accident,"
1.248 cm³
"
235,"
€ 5.950,-
",59.793 km,08/2012,63 kW,Hyundai,i20,2012,Schwarz,Limousine,Benzin,no_data_about_accident,"
1.248 cm³
"
236,"
€ 5.980,-
",70.325 km,02/2012,57 kW,Hyundai,i20,2012,Grau,Limousine,Super 95,,"
1.248 cm³
"
237,"
€ 5.985,-
",80.150 km,12/2012,63 kW,Hyundai,i20,2012,Rot,Kleinwagen,Super 95,no_data_about_accident,no_data
238,"
€ 5.989,-
",117.207 km,05/2012,63 kW,Hyundai,i20,2012,Grau,Kleinwagen,Benzin,no_data_about_accident,no_data
239,"
€ 5.990,-
",82.500 km,03/2012,57 kW,Hyundai,i20,2012,Weiß,Limousine,Benzin,no_data_about_accident,no_data
240,"
€ 6.450,-
",65.812 km,09/2012,63 kW,Hyundai,i20,2012,Weiß,Limousine,Super 95,no_data_about_accident,"
1.248 cm³
"
241,"
€ 6.500,-
",44.800 km,03/2012,57 kW,Hyundai,i20,2012,Schwarz,Limousine,Benzin,no_data_about_accident,"
1.248 cm³
"
242,"
€ 6.920,-
",90.190 km,08/2012,63 kW,Hyundai,i20,2012,Grau,Limousine,Super 95,no_data_about_accident,"
1.248 cm³
"
243,"
€ 6.990,-
",38.000 km,11/2012,63 kW,Hyundai,i20,2012,Weiß,Kleinwagen,Benzin,,no_data
244,"
€ 7.700,-
",35.000 km,11/2012,85 kW,Hyundai,i20,2012,Schwarz,Kleinwagen,Diesel (Rußpartikelfilter),,no_data
245,"
€ 7.900,-
",59.613 km,07/2012,57 kW,Hyundai,i20,2012,Rot,Kleinwagen,Super 95,,no_data
246,"
€ 5.590,-
",68.390 km,09/2013,63 kW,Hyundai,i20,2013,Silber,Kleinwagen,Benzin,,no_data
247,"
€ 2.900,-
",76.830 km,06/2013,55 kW,Hyundai,i20,2013,Rot,Limousine,Diesel (Rußpartikelfilter),no_data_about_accident,"
1.120 cm³
"
248,"
€ 3.900,-
",88.000 km,03/2013,63 kW,Hyundai,i20,2013,Weiß,Limousine,Super 95,no_data_about_accident,no_data
249,"
€ 4.100,-
",193.000 km,04/2013,55 kW,Hyundai,i20,2013,Rot,Limousine,Diesel,no_data_about_accident,"
1.120 cm³
"
250,"
€ 4.300,-
",154.000 km,09/2013,63 kW,Hyundai,i20,2013,Schwarz,Limousine,Benzin,,"
1.248 cm³
"
251,"
€ 4.400,-
",125.000 km,07/2013,63 kW,Hyundai,i20,2013,Blau,Kleinwagen,Super 95,,no_data
252,"
€ 4.400,-
",91.000 km,12/2013,63 kW,Hyundai,i20,2013,Grau,Limousine,Benzin,no_data_about_accident,"
1.248 cm³
"
253,"
€ 4.480,-
",112.600 km,02/2013,63 kW,Hyundai,i20,2013,Bronze,Limousine,Super 95,,"
1.248 cm³
"
254,"
€ 4.490,-
",72.000 km,08/2013,63 kW,Hyundai,i20,2013,Blau,Kleinwagen,Super 95,,"
Front
"
255,"
€ 4.499,-
",100.700 km,12/2013,63 kW,Hyundai,i20,2013,Schwarz,Kleinwagen,Benzin,,"
1.248 cm³
"
256,"
€ 4.500,-
",110.556 km,06/2013,63 kW,Hyundai,i20,2013,Rot,Kleinwagen,Benzin,no_data_about_accident,"
4
"
257,"
€ 4.500,-
",115.024 km,06/2013,63 kW,Hyundai,i20,2013,Weiß,Limousine,Benzin,no_data_about_accident,"
1.248 cm³
"
258,"
€ 4.555,-
",61.670 km,08/2013,63 kW,Hyundai,i20,2013,Braun,Limousine,Benzin,no_data_about_accident,"
1.248 cm³
"
259,"
€ 4.790,-
",103.920 km,07/2013,63 kW,Hyundai,i20,2013,Grau,Limousine,Benzin,no_data_about_accident,"
1.248 cm³
"
260,"
€ 4.800,-
",110.000 km,09/2013,63 kW,Hyundai,i20,2013,Silber,Limousine,Normal/Benzin E10 91 / Super 95,"
12 Monate
","
1.248 cm³
"
261,"
€ 4.820,-
",66.200 km,09/2013,63 kW,Hyundai,i20,2013,Rot,Limousine,Benzin,,"
1.248 cm³
"
262,"
€ 4.850,-
",78.241 km,11/2013,57 kW,Hyundai,i20,2013,Grau,Kleinwagen,Super 95,no_data_about_accident,"
1.248 cm³
"
263,,90.884 km,01/2013,63 kW,Hyundai,i20,2013,Rot,Limousine,Super 95,no_data_about_accident,"
1.248 cm³
"
264,"
€ 4.950,-
",102.000 km,03/2013,63 kW,Hyundai,i20,2013,Rot,Kleinwagen,Super 95,no_data_about_accident,no_data
265,"
€ 4.990,-
",45.609 km,12/2013,63 kW,Hyundai,i20,2013,Grau,Kleinwagen,Super 95,,"
1.248 cm³
"
266,"
€ 4.990,-
",116.000 km,12/2013,63 kW,Hyundai,i20,2013,Beige,Limousine,Super 95,,no_data
267,"
€ 4.999,-
",67.000 km,07/2013,63 kW,Hyundai,i20,2013,Grau,Limousine,Benzin,,"
1.248 cm³
"
268,"
€ 4.999,-
",100.000 km,04/2013,63 kW,Hyundai,i20,2013,Blau,Kleinwagen,Super 95,,no_data
269,"
€ 4.999,-
",108.965 km,06/2013,63 kW,Hyundai,i20,2013,Weiß,Limousine,Normal/Benzin 91 / Super 95 / Super Plus 98,no_data_about_accident,"
1.248 cm³
"
270,"
€ 4.999,-
",95.000 km,12/2013,63 kW,Hyundai,i20,2013,Weiß,Limousine,Benzin,no_data_about_accident,"
1.248 cm³
"
271,"
€ 4.999,-
",98.466 km,01/2013,63 kW,Hyundai,i20,2013,Weiß,Limousine,Benzin,,"
1.248 cm³
"
272,"
€ 5.000,-
",85.000 km,09/2013,63 kW,Hyundai,i20,2013,Rot,Limousine,Benzin,no_data_about_accident,no_data
273,"
€ 5.200,-
",90.700 km,08/2013,55 kW,Hyundai,i20,2013,Rot,Limousine,Diesel,no_data_about_accident,"
1.120 cm³
"
274,"
€ 5.350,-
",127.714 km,09/2013,55 kW,Hyundai,i20,2013,Rot,Limousine,Diesel,no_data_about_accident,"
1.120 cm³
"
275,,71.600 km,03/2013,63 kW,Hyundai,i20,2013,Weiß,Kleinwagen,Super 95,,no_data
276,"
€ 5.490,-
",97.620 km,01/2013,63 kW,Hyundai,i20,2013,Braun,Kleinwagen,Benzin,,no_data
277,"
€ 5.500,-
",90.000 km,04/2013,63 kW,Hyundai,i20,2013,Weiß,Kleinwagen,Normal/Benzin 91 / Super 95 / Super Plus 98 / Normal/Benzin E10 91 / Super E10 95 / Super Plus E10 98,,"
1.248 cm³
"
278,"
€ 5.590,-
",79.000 km,06/2013,63 kW,Hyundai,i20,2013,Blau,Kleinwagen,Benzin,,no_data
279,"
€ 5.600,-
",99.000 km,05/2013,63 kW,Hyundai,i20,2013,Weiß,Kleinwagen,Benzin,,no_data
280,"
€ 5.650,-
",41.553 km,07/2013,63 kW,Hyundai,i20,2013,Weiß,Kleinwagen,Super 95,no_data_about_accident,no_data
281,"
€ 5.680,-
",97.926 km,09/2013,63 kW,Hyundai,i20,2013,Silber,Kleinwagen,Super 95,,"
1.248 cm³
"
282,"
€ 5.690,-
",90.500 km,08/2013,63 kW,Hyundai,i20,2013,Schwarz,Kleinwagen,Benzin,,no_data
283,"
€ 5.750,-
",47.477 km,03/2013,57 kW,Hyundai,i20,2013,Blau,Kleinwagen,Super 95,no_data_about_accident,"
1.248 cm³
"
284,"
€ 5.750,-
",102.890 km,11/2013,55 kW,Hyundai,i20,2013,Rot,Kleinwagen,Diesel (Rußpartikelfilter),no_data_about_accident,no_data
285,"
€ 5.770,-
",41.044 km,01/2013,63 kW,Hyundai,i20,2013,Grau,Limousine,Benzin,no_data_about_accident,"
1.248 cm³
"
286,"
€ 5.790,-
",56.090 km,04/2013,63 kW,Hyundai,i20,2013,Silber,Limousine,Super 95 / Normal/Benzin 91,no_data_about_accident,"
Front
"
287,"
€ 5.790,-
",88.840 km,03/2013,63 kW,Hyundai,i20,2013,Weiß,Limousine,Super 95,no_data_about_accident,"
1.248 cm³
"
288,"
€ 5.800,-
",108.000 km,07/2013,64 kW,Hyundai,i20,2013,Rot,Kleinwagen,Super 95,,no_data
289,"
€ 5.800,-
",44.000 km,12/2013,63 kW,Hyundai,i20,2013,Grau,Kleinwagen,Benzin,,no_data
290,"
€ 5.800,-
",100.000 km,12/2013,63 kW,Hyundai,i20,2013,Weiß,Limousine,Benzin,,"
1.248 cm³
"
291,"
€ 5.800,-
",81.000 km,08/2013,63 kW,Hyundai,i20,2013,Schwarz,Limousine,Benzin,no_data_about_accident,"
1.248 cm³
"
292,"
€ 5.899,-
",48.000 km,06/2013,63 kW,Hyundai,i20,2013,Silber,Limousine,Super E10 95 / Normal/Benzin 91 / Super Plus E10 98 / Super 95 / Super Plus 98 / Normal/Benzin E10 91,,"
1.248 cm³
"
293,"
€ 5.900,-
",54.000 km,10/2013,63 kW,Hyundai,i20,2013,Grau,Limousine,Benzin,,"
1.248 cm³
"
294,"
€ 5.900,-
",66.000 km,01/2013,63 kW,Hyundai,i20,2013,Schwarz,Limousine,Super 95,,no_data
295,"
€ 5.950,-
",40.000 km,03/2013,63 kW,Hyundai,i20,2013,Schwarz,Kleinwagen,Benzin,,"
1.248 cm³
"
296,"
€ 5.950,-
",89.900 km,01/2013,57 kW,Hyundai,i20,2013,Blau,Limousine,Benzin,,no_data
297,"
€ 5.990,-
",70.000 km,02/2013,63 kW,Hyundai,i20,2013,Blau,Kleinwagen,Super 95,,no_data
298,"
€ 5.990,-
",137.000 km,03/2013,63 kW,Hyundai,i20,2013,Weiß,Kleinwagen,Super 95,,no_data
299,"
€ 5.990,-
",100.000 km,09/2013,63 kW,Hyundai,i20,2013,Blau,Limousine,Benzin,no_data_about_accident,"
1.248 cm³
"
300,"
€ 5.999,-
",58.900 km,05/2013,63 kW,Hyundai,i20,2013,Schwarz,Limousine,Super 95,no_data_about_accident,no_data
301,"
€ 5.999,-
",47.000 km,07/2013,63 kW,Hyundai,i20,2013,Blau,Limousine,Benzin,,"
1.248 cm³
"
302,"
€ 5.999,-
",79.500 km,04/2013,63 kW,Hyundai,i20,2013,Grau,Kombi,,no_data_about_accident,no_data
303,"
€ 5.999,-
",29.917 km,12/2013,63 kW,Hyundai,i20,2013,Schwarz,Limousine,Super 95,no_data_about_accident,"
1.248 cm³
"
304,"
€ 6.000,-
",89.000 km,03/2013,63 kW,Hyundai,i20,2013,Rot,Kleinwagen,Super 95,no_data_about_accident,"
1.248 cm³
"
305,"
€ 6.350,-
",53.750 km,07/2013,63 kW,Hyundai,i20,2013,Rot,Kleinwagen,Super 95,no_data_about_accident,no_data
306,"
€ 6.444,-
",85.000 km,10/2013,63 kW,Hyundai,i20,2013,Schwarz,Limousine,Super 95,"
12 Monate
","
1.248 cm³
"
307,"
€ 6.760,-
",138.457 km,06/2013,63 kW,Hyundai,i20,2013,Weiß,Limousine,Autogas (LPG),no_data_about_accident,"
1.248 cm³
"
308,"
€ 6.800,-
",74.900 km,09/2013,63 kW,Hyundai,i20,2013,Blau,Kleinwagen,Super 95,,no_data
309,"
€ 6.950,-
",111.728 km,03/2013,74 kW,Hyundai,i20,2013,Bronze,Limousine,Super E10 95,no_data_about_accident,"
4
"
310,"
€ 6.970,-
",32.650 km,08/2013,63 kW,Hyundai,i20,2013,Blau,Kleinwagen,Benzin,,no_data
311,"
€ 6.985,-
",56.876 km,01/2013,63 kW,Hyundai,i20,2013,Schwarz,Kleinwagen,Super 95,,"
1.248 cm³
"
312,"
€ 6.990,-
",55.164 km,09/2013,63 kW,Hyundai,i20,2013,Rot,Kleinwagen,Benzin,no_data_about_accident,no_data
313,"
€ 6.990,-
",46.000 km,03/2013,63 kW,Hyundai,i20,2013,Blau,Kleinwagen,Super 95,no_data_about_accident,"
Front
"
314,"
€ 7.000,-
",89.000 km,05/2013,66 kW,Hyundai,i20,2013,Schwarz,Limousine,Diesel (Rußpartikelfilter),no_data_about_accident,"
1.396 cm³
"
315,"
€ 7.120,-
",128.000 km,02/2013,55 kW,Hyundai,i20,2013,Weiß,Limousine,Diesel,no_data_about_accident,"
1.120 cm³
"
316,"
€ 7.150,-
",43.000 km,12/2013,63 kW,Hyundai,i20,2013,Blau,Kleinwagen,Benzin,no_data_about_accident,"
1.248 cm³
"
317,"
€ 7.450,-
",43.900 km,04/2013,57 kW,Hyundai,i20,2013,Silber,Limousine,Super 95,,"
1.248 cm³
"
318,"
€ 7.843,-
",74.218 km,04/2013,74 kW,Hyundai,i20,2013,Kleinwagen,Automatik,,no_data_about_accident,"
4
"
319,"
€ 8.950,-
",82.890 km,11/2013,55 kW,Hyundai,i20,2013,Schwarz,Kleinwagen,Diesel (Rußpartikelfilter),no_data_about_accident,no_data
320,"
€ 9.200,-
",24.500 km,09/2013,74 kW,Hyundai,i20,2013,Rot,Limousine,Benzin,,"
1.396 cm³
"
321,"
€ 6.490,-
",81.200 km,02/2014,63 kW,Hyundai,i20,2014,Orange,Limousine,Super 95,no_data_about_accident,no_data
322,"
€ 6.795,-
",26.400 km,06/2014,63 kW,Hyundai,i20,2014,Weiß,Kleinwagen,Normal/Benzin E10 91,,no_data
323,"
€ 4.499,-
",158.000 km,03/2014,63 kW,Hyundai,i20,2014,Blau,Kleinwagen,Super 95,no_data_about_accident,no_data
324,"
€ 5.685,-
",79.800 km,05/2014,55 kW,Hyundai,i20,2014,Weiß,Kleinwagen,Diesel (Rußpartikelfilter),no_data_about_accident,"
Front
"
325,"
€ 7.470,-
",26.517 km,08/2014,63 kW,Hyundai,i20,2014,Silber,Limousine,Super 95,no_data_about_accident,"
1.248 cm³
"
326,"
€ 6.590,-
",60.485 km,09/2014,63 kW,Hyundai,i20,2014,Grau,Limousine,Super 95,,no_data
327,"
€ 7.990,-
",34.970 km,06/2014,63 kW,Hyundai,i20,2014,Schwarz,Limousine,Super 95,,no_data
328,"
€ 9.590,-
",59.580 km,02/2014,74 kW,Hyundai,i20,2014,Grau,Kleinwagen,Super 95,no_data_about_accident,"
Front
"
329,"
€ 3.990,-
",101.800 km,06/2014,63 kW,Hyundai,i20,2014,Weiß,Limousine,Super 95,no_data_about_accident,no_data
330,"
€ 3.990,-
",108.000 km,06/2014,63 kW,Hyundai,i20,2014,Weiß,Limousine,Super E10 95 / Normal/Benzin 91 / Super Plus E10 98 / Super 95 / Super Plus 98 / Normal/Benzin E10 91,"
12 Monate
","
1.248 cm³
"
331,"
€ 3.991,-
",140.000 km,09/2014,63 kW,Hyundai,i20,2014,Kleinwagen,Schaltgetriebe,,,no_data
332,"
€ 4.255,-
",100.788 km,12/2014,62 kW,Hyundai,i20,2014,Weiß,Limousine,Benzin,no_data_about_accident,"
1.248 cm³
"
333,"
€ 4.490,-
",141.900 km,05/2014,63 kW,Hyundai,i20,2014,Weiß,Kleinwagen,Super 95,,"
1.248 cm³
"
334,"
€ 4.600,-
",114.501 km,09/2014,63 kW,Hyundai,i20,2014,Weiß,Limousine,Super 95,,no_data
335,"
€ 4.600,-
",113.000 km,09/2014,63 kW,Hyundai,i20,2014,Weiß,Limousine,Super 95,no_data_about_accident,"
1.248 cm³
"
336,"
€ 4.650,-
",85.657 km,07/2014,63 kW,Hyundai,i20,2014,Schwarz,Kleinwagen,Super 95,no_data_about_accident,no_data
337,"
€ 4.690,-
",111.000 km,01/2014,55 kW,Hyundai,i20,2014,Orange,Limousine,Diesel,no_data_about_accident,"
1.120 cm³
"
338,"
€ 4.700,-
",93.800 km,04/2014,74 kW,Hyundai,i20,2014,Orange,Limousine,Benzin,no_data_about_accident,"
Front
"
339,"
€ 4.790,-
",158.000 km,04/2014,63 kW,Hyundai,i20,2014,Weiß,Limousine,Super 95,no_data_about_accident,"
1.248 cm³
"
340,"
€ 4.800,-
",71.000 km,06/2014,63 kW,Hyundai,i20,2014,Weiß,Limousine,Benzin,no_data_about_accident,"
1.248 cm³
"
341,"
€ 4.900,-
",70.350 km,10/2014,63 kW,Hyundai,i20,2014,Weiß,Limousine,Benzin,no_data_about_accident,"
1.248 cm³
"
342,"
€ 4.900,-
",86.870 km,06/2014,63 kW,Hyundai,i20,2014,Schwarz,Kleinwagen,Super 95,,no_data
343,"
€ 4.900,-
",134.000 km,10/2014,63 kW,Hyundai,i20,2014,Schwarz,Limousine,Benzin,,no_data
344,"
€ 4.950,-
",48.500 km,02/2014,63 kW,Hyundai,i20,2014,Silber,Kleinwagen,Benzin,no_data_about_accident,no_data
345,"
€ 4.950,-
",74.000 km,03/2014,63 kW,Hyundai,i20,2014,Weiß,Limousine,Benzin,no_data_about_accident,"
1.248 cm³
"
346,"
€ 4.990,-
",66.900 km,12/2014,63 kW,Hyundai,i20,2014,Silber,Kleinwagen,Super 95,,"
1.248 cm³
"
347,"
€ 5.000,-
",112.000 km,06/2014,63 kW,Hyundai,i20,2014,Schwarz,Limousine,Super 95 (Rußpartikelfilter),no_data_about_accident,no_data
348,"
€ 5.200,-
",70.192 km,04/2014,63 kW,Hyundai,i20,2014,Weiß,Limousine,Benzin,no_data_about_accident,"
1.248 cm³
"
349,"
€ 5.299,-
",114.000 km,03/2014,55 kW,Hyundai,i20,2014,Schwarz,Limousine,Diesel,,"
1.120 cm³
"
350,"
€ 5.365,-
",107.000 km,07/2014,55 kW,Hyundai,i20,2014,Weiß,Kleinwagen,Diesel (Rußpartikelfilter),no_data_about_accident,"
Front
"
351,"
€ 5.400,-
",115.000 km,05/2014,63 kW,Hyundai,i20,2014,Weiß,Benzin,,no_data_about_accident,no_data
352,"
€ 5.475,-
",98.000 km,04/2014,55 kW,Hyundai,i20,2014,Weiß,Kleinwagen,Diesel (Rußpartikelfilter),no_data_about_accident,"
Front
"
353,"
€ 5.490,-
",141.337 km,02/2014,55 kW,Hyundai,i20,2014,Weiß,Kleinwagen,Diesel (Rußpartikelfilter),,no_data
354,"
€ 5.490,-
",63.464 km,02/2014,63 kW,Hyundai,i20,2014,Rot,Limousine,Benzin,no_data_about_accident,"
1.248 cm³
"
355,"
€ 5.490,-
",100.000 km,08/2014,63 kW,Hyundai,i20,2014,Weiß,Kleinwagen,Benzin,,no_data
356,"
€ 5.499,-
",86.000 km,12/2014,63 kW,Hyundai,i20,2014,Weiß,Limousine,Benzin,,"
1.248 cm³
"
357,"
€ 5.500,-
",96.390 km,09/2014,63 kW,Hyundai,i20,2014,Weiß,Kleinwagen,Super 95,,no_data
358,"
€ 5.500,-
",101.850 km,11/2014,55 kW,Hyundai,i20,2014,Grau,Limousine,Benzin,,"
1.248 cm³
"
359,"
€ 5.750,-
",75.000 km,04/2014,55 kW,Hyundai,i20,2014,Schwarz,Kleinwagen,Diesel (Rußpartikelfilter),,no_data
360,"
€ 5.760,-
",106.000 km,03/2014,63 kW,Hyundai,i20,2014,Silber,Kleinwagen,Super 95,,"
1.248 cm³
"
361,"
€ 5.760,-
",61.887 km,03/2014,63 kW,Hyundai,i20,2014,Grau,Limousine,Benzin,no_data_about_accident,no_data
362,"
€ 5.790,-
",107.740 km,03/2014,63 kW,Hyundai,i20,2014,Weiß,Limousine,Super 95,no_data_about_accident,"
1.248 cm³
"
363,"
€ 5.799,-
",107.000 km,12/2014,62 kW,Hyundai,i20,2014,Grau,Kleinwagen,Super 95,,no_data
364,"
€ 5.890,-
",57.800 km,01/2014,63 kW,Hyundai,i20,2014,Bronze,Limousine,Benzin,,"
1.248 cm³
"
365,"
€ 5.899,-
",96.000 km,09/2014,63 kW,Hyundai,i20,2014,Grau,Kleinwagen,Super 95,,no_data
366,"
€ 5.900,-
",96.000 km,08/2014,63 kW,Hyundai,i20,2014,Blau,Kleinwagen,Super 95,,no_data
367,"
€ 5.900,-
",57.200 km,05/2014,63 kW,Hyundai,i20,2014,Grau,Limousine,Benzin,no_data_about_accident,"
1.248 cm³
"
368,"
€ 5.985,-
",83.098 km,06/2014,63 kW,Hyundai,i20,2014,Silber,Kleinwagen,Super 95,no_data_about_accident,"
1.248 cm³
"
369,"
€ 5.990,-
",77.000 km,08/2014,63 kW,Hyundai,i20,2014,Schwarz,Limousine,Super 95,no_data_about_accident,"
1.248 cm³
"
370,"
€ 5.990,-
",97.000 km,05/2014,63 kW,Hyundai,i20,2014,Limousine,Schaltgetriebe,,no_data_about_accident,"
1.248 cm³
"
371,"
€ 5.990,-
",78.230 km,06/2014,63 kW,Hyundai,i20,2014,Weiß,Sonstige,Super 95,no_data_about_accident,no_data
372,"
€ 5.990,-
",124.756 km,07/2014,63 kW,Hyundai,i20,2014,Grau,Kleinwagen,Benzin,no_data_about_accident,no_data
